NAME,LATITUDE,LONGITUDE
Bostancı Vergi Dairesi Açık Otoparkı,40.96253082,29.10799993
Bostancı Vergi Dairesi Açık Otoparkı,40.96251035,29.10805981
Suadiye Sahil Açık Otoparkı,40.95595178,29.07986217
Sultangazi Zemin Altı Otoparkı,41.09441179,28.86487896
Suadiye Sahil Açık Otoparkı,40.95599938,29.07988442
Yalı Köşkü Caddesi 1,41.01622884,28.97540372
Hasanpaşa Muhtarlık Açık Otoparkı,40.99737874,29.0429124
Kartal Balıkçılar Açık,40.88724834,29.18842767
Acıbadem Açık Otoparkı,41.01566845,29.05749142
Gülsuyu Metro Yer Altı Otoparkı,40.92377014,29.15502727
Pendik Sahil Engelliler Merkez Önü,40.87340749,29.23294544
Yeşilköy Mesleki Eğitim Okulu Kapalı Otoparkı,40.96095843,28.82306099
Bağcılar Emniyet Müdürlüğü Yanı Açık Otoparkı,41.03527358,28.8597932
Acıbadem Açık Otoparkı,41.01578678,29.05755444
Kadıköy Metro 2 Açık Otoparkı,40.98882223,29.02072368
Başkomutan Caddesi 2,41.07410057,28.24586686
Levent Metro Yer Altı Otoparkı,41.08114868,29.01065591
Tarabya Açık Otoparkı,41.13814439,29.05175697
Bayrampaşa Sebze-Meyve Hali,41.05100371,28.88866861
Yalı Köşkü Caddesi 3,41.01624661,28.97488121
Maltepe Minibüs Durağı,40.91772374,29.1309171
Seyit Nizam  Caddesi 1,41.00427136,28.90732516
Karaköy Azapkapı,41.02550386,28.96909958
Mehmet Özgün Minibüs Peronları,40.93612533,29.32681739
Dragos Sosyal Tesisleri,40.90173499,29.14556444
Kadıköy Metro 2 Açık Otoparkı,40.98901767,29.02093761
Beykoz Sahil Cep Otoparkı,41.12941918,29.09476777
Pendik Sahil İdo Açık Otoparkı,40.87542081,29.23605254
Yeşilköy Marina 8,40.9551893,28.82124544
Şişli Kadırgalar Caddesi 1,41.04301656,28.99283886
Dr. Adnan Büyük Deniz Caddesi 13,41.03293697,29.11830414
Cevizli Açık Otoparkı,40.91790412,29.17118467
Pendik Sahil İdo,40.87552352,29.23702385
Cevizli Açık Otoparkı,40.91791743,29.17114868
Yamanevler P+R Açık Otoparkı,41.02606839,29.10567185
Pendik Sahil Engelliler Merkez Önü,40.87336848,29.23309003
